,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
4437,,,,,,,,-5.73,,,,,-5.69,,-6.02,-6.83,,-5.04,3.13,,-7.48,,,,,,,,,,,,,,6.81,-6.85,-3.17,,,,,,,,,,,,,-5.26,,,5.67,,,-6.65,,,-5.35,,,0.41000000000000014,,0.0,,,,5.96,,-4.8,,6.91,,0.0,,,,,,,,-7.28,,,,,,,5.87,,,,,,0.0,-5.12,,,,,,,,-4.09,7.38,6.57,-5.59,6.02,,,,,,,,,4.74,,,,,,,,-2.7,5.06,-8.56,-5.79,5.18,,,-9.96,,,,,-5.77,,,,,,,,-5.79,-6.12,,-6.61,-6.5,,-8.31,-6.65,-6.22,-5.81,-6.91,-7.89,-7.52,-6.99
4438,,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,6.85,1.73,,,,,,2.46,,,,,,,,5.14,,,5.85,5.89,,,,,,,,3.31,,,,3.11,,-2.97,,,,-2.99,,,,,,,,,,,-5.83,,,,,,2.76,-6.93,,,,,,,,,,,,,,7.22,5.83,3.5,-3.31,,,,,-4.82,,4.51,,,6.16,,6.77,,,2.99,,,3.27,-5.3,-2.24,-4.11,-4.02,,,3.8,,4.57,,,,,,,,,,,,,,4.43,,,-0.91,9.9,-5.35,5.22,2.38,6.77,5.83,0.0
4439,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,,,,,,,,,,,,,,,,,,,-4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,,,,,,,,,,,,,,,,,,,-1.18,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,,,,,,,,,,,,,,,,,,,-9.61,,,,,,,,,,9.41,,,9.33,,,-9.41,6.89,,,,,,,,,,,,,2.26,6.16,,,5.83,,,9.57,,,,,,9.25,,,,10.0,,9.53,10.0,,,4.67,,,,,,,,,,,,,,,,-7.05,,,,,-4.82,,,,,,,,,,,9.21,,,7.91,5.0,,,9.37,9.27,,9.53,,,3.6,,10.0,,9.84,,,,,4.17,7.3,9.57,7.62,,,,,-10.0,,,,-9.8,,,,,,,,,,9.29,,,-9.9,5.87,3.9,6.54,3.58,-10.0,10.0,10.0
4443,,,,,,,,,,,,,,,,,,,-6.59,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,2.72,,,,0.0,,,,,,,,,,,,,,,,,3.62,,,,,,,,,,,,,,,5.93,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14,,
4444,,,,,,,,,,,,,,,,,,8.19,10.0,,,,,,,,,,,,,,,,5.55,8.92,,,,,,,,,,,,,,6.81,,,,,,,,,,,,,,,,6.52,,,,,,-5.83,,,,,,,,,,,,,,,,7.13,,,,,,,,,,,,,,,,,7.3,,8.8,,,,,9.09,,,,,,,,,,,,,,,-10.0,-7.46,,,,,,,,,,10.0,,,,,,,,,,,,,,,-6.93,,-10.0,-7.99,7.7,
4445,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,,,,,,,,,,,,,,,,,,,-8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,,,,,,,,,,,,,,,,,,,-2.2,,0.0,,,,,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,0.0,0.0,,1.38,,,0.0,,,0.0,,,,5.69,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.65,,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,1.54,,0.0,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.93,9.63,0.0,0.0
4448,,,,,,,,,,,,,,,,,,,-0.85,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,9.78,,,,,,,,,0.0,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,4.57,,,,,,,,,,,,,,,,5.28,,-0.57,,,,,,,,,,0.0,,,,,,,,,,1.24,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4449,,,,,,,,,,,,,,,,,,,4.92,,,,,,,,,,,,,,,,,-2.8,,,,,,,,,,,,,,3.05,,,-10.0,,,,,,,,,,,,,5.73,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.2,,,,,,,5.2,,,,,,,9.15,,,,,,,,-8.46,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,,,,,
4450,,,,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,,,,,,,,,,,,,,,,,,,-5.84,,,,,,,,,,,,,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.94,,,,,,,,,,,,,,,,,,,,,,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,,,,,,,-10.0,-10.0,,,,,0.0,,-4.29,,,,-8.35,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,-5.63,,,,,,,,,,,,-10.0,,,,,,,,0.51,,,,,-10.0,,,-4.29,,,,,,,,,,-10.0,,,,,,,,-8.76,,,,,
4453,,,,,,,,,,,,,,,,,,,-6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,,,,,,,,,,,,,,,,,,,-0.81,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,,,,,,,,,,,,,,,,,,-10.0,10.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.98,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,5.96,,10.0,,,,,,,,,,,,,,,,,,,,9.74,,,,,,,,,,,-9.07,,,,,,,,,,,,,,,,,,,,
4457,,,,,,,,,,,,,,,,,,,-9.62,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,0.83,,,0.0,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.93,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,,,,,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,,,,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,4.82,,,-7.83,,,,,,,,,,,,,,,-2.22,,,,,,,,,,,,-2.7,,,,,,,,,,4.33,,,,,,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,,,,,,,,,,,,,,,,,,,-2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.88,,,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,,,,,,,-10.0,0.98,,,,,-1.34,,,-1.5,0.81,-1.22,4.39,,,,-1.91,,,0.0,,,,-2.07,,,,,6.1,0.0,,,-0.61,-1.5,,,,,,0.0,,,,0.0,,,0.55,,,-3.17,-1.63,,-1.63,,,,0.61,,-6.63,0.65,,-2.95,,,,-2.8,,,,,0.0,-5.37,,,,-0.65,-5.61,-5.49,-6.5,-1.46,-0.77,4.88,1.69,2.68,,0.41,,,-2.07,-1.22,,,-3.13,,,-0.85,,0.85,6.22,,4.76,,,-2.52,,2.97,-1.59,-5.37,,,,,1.87,-1.46,1.71,,-10.0,,3.09,-1.1,5.3,-1.59,-3.6,,-2.93,2.03,,,,,,2.56,,-5.28,,,-1.38,,,,,-3.62,-0.49,,-2.72,0.0,0.0,-3.58,-5.0,-1.38,1.71,-3.82
4465,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,7.83,,,,,,,,,,,,,,,7.5,,,5.35,,,,,,,,,,,,,,,,,,,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,,,,,,,,,,,,,,,,,,,,,,1.73,,4.45,,,,,,,,,0.0,,,,,,,,,,,,,2.01,,,,,,,0.0
4466,,,,,,,,,,,,,,,,,,,-5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,,,,,,,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,-3.62,,,,,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,,,,8.98,,,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,8.01,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,,,,,,,,,,,,,,,,,,,-5.12,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.97,3.9,,,,,,,,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,,,,,,,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.29,,,,,,,,,,,,,,,,,,,,,,-7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,,,,,,,,,,,,,,,,,,,0.0,,,,,-1.75,,,,7.28,,,,,,,-4.15,0.0,,0.0,0.0,10.0,,0.0,,,,,,,,0.0,,,0.71,2.09,,,,,-3.86,0.0,,1.75,1.22,,,,,,,2.68,,1.95,,,,,9.55,10.0,,,,,,10.0,,,,,,,1.73,1.59,,,,10.0,,,6.3,,,,,0.0,0.67,,-4.98,,,-8.86,,,,5.75,4.98,,,0.0,-7.72,,,-2.44,,,,,7.13,,,,,-0.16,0.0,,-8.7,,,,,,,,,,,,,,7.07,,-7.93,-9.55,1.06,,,0.0,-6.3,3.46
4473,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,-4.07,,,,,,,,,,,,,,,-4.43,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-1.59,,,,,,,,,,,0.0,,,,,,,,,-8.25,,,,,,,,,,,,,-6.57,,,,,-8.9,,,0.0,,,,,,,,,,,,,,3.09,,,,,,,,2.89,6.02
4474,,,,,,,,,,,,,,,,,,,-4.7,,,,,,,,,,,,,,,,-3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,,,,1.77,,,,,,,,,,,,,,,,,3.76,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,,,,,,,,,,,,,,,,,,,6.26,,10.0,,9.84,,,10.0,,,,-10.0,,10.0,-10.0,,10.0,10.0,,,,,,,,,,,,,5.45,10.0,,,-6.57,,,10.0,10.0,,,,,,,,10.0,10.0,,6.76,,,,10.0,,,,,,-10.0,,,,10.0,10.0,,,,-10.0,,6.03,,,,,,10.0,,,-10.0,,,,-10.0,,0.0,5.69,0.0,3.9,10.0,,,,-5.93,,,,,7.82,,10.0,,,,,2.68,10.0,9.84,4.77,-10.0,5.63,,,10.0,,,,10.0,,10.0,,,,,,10.0,7.72,,,,5.45,,-10.0,10.0,8.46,3.13,-10.0,-10.0,-10.0,-9.43
4476,,,,,,,0.41,0.85,,,,,2.15,,1.22,4.55,1.3,1.99,-3.05,,1.87,9.84,-0.89,,9.63,1.87,,,-8.7,-4.8,,,,0.0,2.15,-2.11,2.93,-2.36,,,,,,,,2.32,,,-4.96,0.0,,,-10.0,,-1.06,0.0,,,-0.89,1.22,,0.0,,,6.34,0.0,,,,,-4.27,0.0,,,,,,,-1.42,,0.0,-3.01,-4.07,,-9.59,2.28,-4.23,-11.79,0.0,,-2.36,,,2.32,3.58,3.46,,-1.46,,,,0.49,4.39,,-4.51,,0.0,,-9.59,-7.64,,,,-3.58,,,0.0,,1.63,-9.92,0.0,,-4.07,,-9.67,,-2.54,-6.18,-9.94,,2.8,0.0,0.0,,0.0,,,-2.89,,9.84,,3.19,,,1.87,-9.74,,,-4.92,,-6.99,0.45,4.63,-1.54,9.63,0.0,1.1,9.96
4477,,,,,,,9.35,-9.72,,,,,-6.59,,-9.55,-4.76,4.19,3.21,4.88,,-9.59,,6.63,-3.62,-8.01,1.46,,1.24,9.74,,,9.0,,-9.67,4.65,6.75,,-8.05,9.55,9.51,2.11,,,-4.07,4.23,5.0,4.82,7.48,8.43,2.38,,,7.5,,,14.6,-6.26,9.39,-2.56,9.72,,5.55,2.95,,,-8.52,,3.84,6.2,9.67,-8.72,6.75,,2.68,-1.79,-9.92,4.63,6.63,6.26,,-9.02,18.86,6.57,2.52,6.550000000000001,1.83,-9.63,3.27,9.33,9.43,3.8,9.37,-7.85,,2.24,3.66,5.57,9.74,9.76,,-2.07,-9.72,1.87,1.85,-7.62,7.87,4.53,7.24,1.91,3.92,8.96,,1.99,-8.68,19.53,,-3.8,0.0,-4.98,0.71,-9.67,9.25,-9.76,-4.67,6.89,3.31,0.0,3.72,4.45,-7.52,,1.59,2.24,-7.4,7.5200000000000005,-4.59,-8.78,0.12,,4.15,6.42,,-1.32,-9.7,-8.23,0.75,,9.0,1.02,9.49,1.61,9.49,8.82,-10.0,-3.7,-9.67,1.22,0.0
4478,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,-4.92,,,-0.77,-5.16,,,,-5.65,,,,,,,,,,5.57,,,,,,,,,,,,,,,,,,,,,,5.93,,,,,,,,,,,,,,,,,-2.24,,,,,,,,,,,,,,,,-2.2,,,,,,,,,,,,,,,,,,,,,,-2.8,,,,,-8.25,,,,,,,,,,,,,,,,,,,,0.0,-0.28,,,,,
4480,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,,,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65,,0.99,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,,,,,,,,,,,,,,,,,,,-5.39,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,5.28,,,,,,,,,1.85,,,,,,,0.0,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,
4483,,,,,,,,,,,,,,,,,,,-4.53,,,,,,,,,,,,,,,,-7.09,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,,,,,,,,,,,,4.74,,,,,,,,2.89,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,
4484,,,,,,,,,,,,,,,,,,,-1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.87,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,,,,,,,,,,,,,,,4.35,,,,-0.08,,0.0,,,,,,,0.0,,,,5.24,,,3.54,-4.72,,,,,,,,0.0,,,,,,5.57,,,5.93,,,,,,,,,,4.11,,,,,3.62,,,,8.09,,,,,,,,,,,,,,,,,10.0,,,,,,,3.5,,,,,,,,2.28,2.6,5.53,5.53,6.1,,,,,,,,,0.0,5.81,,,,,,,,4.63,3.9,,0.0,,,2.89,,,,,,,,,,,,,4.31,,3.09,2.76,3.74,,,-6.38,0.0,6.71,0.0,6.79,5.2,9.63
4486,,,,,,,,4.29,,,,,0.0,,0.0,,,7.0,-1.93,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,-10.0,,,,,,-7.73,,,,,,,,,,,,,,,,,,,-1.51,
4487,,,,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,-5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,,,,,,,,2.68,,,,,,,,,,,6.18,,-3.05,,,,,,,,,,,0.0,,,3.58,4.35,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,4.88,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,,1.91,,,,,1.5,,,,,,,4.15,,-3.37,,,,,,0.0,,,,,,,,,,,3.86,,,,,,,,,,,,,-5.28,,0.0,2.93,,,0.0,
4489,,,,,,,,,,,,,,,,,,,-3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,,,,,,,,,,,,,,,,,,,-2.13,,,,,,,,,,,,,,,,1.2,,,-1.32,,,,,,,,,,,,1.77,,,1.77,,,,,,,,,,,,,,,,2.3,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,,,,,,,,,,,,-0.96,,-0.71,,,,,,,,-0.79,,,,,,,,,,3.48,,,,,,,,,,,,,,,1.16,,,,,,
4492,,,,,,,,,,,,,,,,,,,-4.07,,3.01,-1.38,,,,-4.15,,,3.31,,,,,,-1.86,8.17,,-3.54,,,,,,,,,,,,-3.24,,,,,,,,,,,,,,,-4.05,,,-3.32,3.71,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,3.79,-4.5,-3.56,,,,,,,,,,,,-6.04,,-4.67,,,,-2.91,,2.21,,,,,3.78,,,,,,,,,,,,,,,,,,,-5.6,,2.28,1.14,0.85,,-4.27,
4493,,,,,,,,,,,,,,,,,,,-3.11,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,,,,,,,,,,,,,,,,,,,1.38,,3.13,,,,,,,2.48,,,,-3.05,,,2.89,-5.61,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,-5.08,,,,,,,5.53,,,,,,,,,,,,1.46,,,,,-4.35,,,,,,,,,,,,,,,,4.31,,1.63,,,,,,,,,,,,1.34,,,,,,,,-3.82,,,,,1.14,,,,,,,,,,,,,-4.47,,,,,,,,,,,,,-2.52
4495,,,,,,,,,,,,,,,,,,,-9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,,,,,,,,,,,,,,,,,,,-2.2,,,,,,,,,,,,,,,,-6.06,,,,,,,,,,,,,,,2.32,,,1.08,,,,,,,,,,,,,,,,-3.7,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,-0.98,,,,,2.24,,,,,2.28,,1.14,,-1.42,,,-6.87,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.09,,,
4497,,,,,,,,,,,,,,,,,,,-7.07,,,,,,,,,,-8.88,,,4.86,,,6.69,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,0.0,,,,,,3.64,5.43,,,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,5.16,,,,,,4.29,,,6.65,,,,,,,,,,,,6.4,,,,,4.15,,,,,,,,,,,,,,4.04,,,,,,,,-7.03,,
4498,,,,,,,,,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,,,,,,,,,,,,,,,,,,,-3.82,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,0.93,,,,0.0,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,1.67,-1.14,,,,,,,,,-2.4,,,,,,,,,,,,1.26,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,,,,,,,,,,,,,,,,,,,3.22,,,,,,,,,,,,,,,,-4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.93,,3.54,,,,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,4.44,,,,,,,,,,,,,,,,,,,,
